Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-February-2023,6.45,6.45,6.05,6.12,6.163871219123217165,220716,813,1360465.00,220716,100.00,0.40,-0.33
20-February-2023,6.12,6.28,5.90,6.19,6.170286284697782157,312556,1214,1928560.00,312556,100.00,0.38,0.07
17-February-2023,5.80,6.06,5.80,6.01,6.015445220463610475,669657,1521,4028285.00,669657,100.00,0.26,0.21
16-February-2023,5.25,5.78,5.25,5.78,5.697471695492116413,489498,1627,2788901.00,489498,100.00,0.53,0.53
15-February-2023,5.65,5.73,5.45,5.51,5.525919214077924555,440349,1647,2433333.00,440349,100.00,0.28,-0.14
14-February-2023,6.03,6.25,5.73,5.73,5.780965922097477350,393158,1897,2272833.00,393158,100.00,0.52,-0.30
13-February-2023,6.12,6.29,5.99,6.03,6.117286973555337904,481912,1625,2947994.00,481912,100.00,0.30,-0.09
10-February-2023,6.31,6.66,6.12,6.30,6.273757309941520467,571824,1764,3587485.00,571824,100.00,0.54,-0.01
9-February-2023,6.61,6.89,6.28,6.44,6.507514754686806433,624039,2087,4060943.00,624039,100.00,0.61,-0.17
8-February-2023,6.67,7.00,6.34,6.61,6.785126072243489224,1008866,2862,6845283.00,1008866,100.00,0.66,-0.06
7-February-2023,6.67,6.67,6.67,6.67,6.669996933357005665,309785,1424,2066265.00,309785,100.00,0.00,0.00
6-February-2023,7.02,7.02,7.02,7.02,7.019992314642682812,96287,730,675934.00,96287,100.00,0.00,0.00
3-February-2023,7.38,7.38,7.38,7.38,7.379991672284569932,100868,595,744405.00,100868,100.00,0.00,0.00
2-February-2023,8.49,8.49,7.76,7.76,7.809894083149045772,266341,1164,2080095.00,266341,100.00,0.73,-0.73
1-February-2023,8.16,8.16,7.50,8.16,8.072963366629587598,1067988,3110,8621828.00,1067988,100.00,0.66,0.00
31-January-2023,7.74,7.78,7.74,7.78,7.779673603963294052,826787,1389,6432133.00,826787,100.00,0.04,0.04
30-January-2023,7.06,7.41,7.06,7.41,7.409134980883859807,726088,1810,5379684.00,726088,100.00,0.35,0.35
27-January-2023,6.72,7.06,6.40,7.06,7.044729047206439476,573587,1860,4040765.00,573587,100.00,0.66,0.34
25-January-2023,7.08,7.08,6.73,6.73,6.770638234815414027,411651,1968,2787140.00,411651,100.00,0.35,-0.35
24-January-2023,7.13,7.40,7.07,7.08,7.130284804223006819,578924,2342,4127893.00,578924,100.00,0.33,-0.05
23-January-2023,7.51,8.12,7.44,7.44,7.448434170091513720,295147,1450,2198383.00,295147,100.00,0.68,-0.07
20-January-2023,8.15,8.15,7.75,7.83,7.867311144601229277,617761,2553,4860118.00,617761,100.00,0.40,-0.32
19-January-2023,8.45,8.60,8.02,8.15,8.159419857351756244,636671,2251,5194866.00,636671,100.00,0.58,-0.30
18-January-2023,8.95,8.97,8.33,8.44,8.428001556501694174,439447,2187,3703660.00,439447,100.00,0.64,-0.51
17-January-2023,9.20,9.33,8.54,8.76,8.931546489323474185,790332,3023,7058887.00,790332,100.00,0.79,-0.44
16-January-2023,8.91,9.34,8.47,8.98,8.704905558682022463,883141,3300,7687659.00,883141,100.00,0.87,0.07
13-January-2023,9.30,9.30,8.43,8.91,9.078447417526151110,1691324,4521,15354596.00,1691324,100.00,0.87,-0.39
12-January-2023,8.87,8.87,8.86,8.86,8.860076575008701705,201110,905,1781850.00,201110,100.00,0.01,-0.01
11-January-2023,9.33,9.33,9.32,9.32,9.320027515325631739,148281,873,1381983.00,148281,100.00,0.01,-0.01
10-January-2023,9.81,9.81,9.81,9.81,9.809996484580981583,204812,932,2009205.00,204812,100.00,0.00,0.00
9-January-2023,10.85,10.85,10.32,10.32,10.320194205390229846,310599,1084,3205442.00,310599,100.00,0.53,-0.53
6-January-2023,11.39,11.39,10.36,10.86,10.978654486960364064,1869339,4503,20522827.00,1869339,100.00,1.03,-0.53
5-January-2023,10.35,10.90,9.88,10.90,10.826038571516983886,4378827,6352,47405350.00,4378827,100.00,1.02,0.55
4-January-2023,10.39,10.41,10.39,10.39,10.390050196370058794,172124,846,1788377.00,172124,100.00,0.02,0.00
3-January-2023,10.93,10.93,10.93,10.93,10.929999179357319546,170598,954,1864636.00,170598,100.00,0.00,0.00
2-January-2023,11.50,11.50,11.50,11.50,11.499996599402855141,147033,829,1690879.00,147033,100.00,0.00,0.00
30-December-2022,12.10,12.10,12.10,12.10,12.099987476518472135,39925,309,483092.00,39925,100.00,0.00,0.00
29-December-2022,12.30,12.30,12.30,12.30,12.299980821392366914,36499,219,448937.00,36499,100.00,0.00,0.00
28-December-2022,12.55,12.55,12.55,12.55,12.550000000000000000,19240,230,241462.00,19240,100.00,0.00,0.00
27-December-2022,12.80,12.80,12.80,12.80,12.799985990964171890,28553,291,365478.00,28553,100.00,0.00,0.00
26-December-2022,13.05,13.05,13.05,13.05,13.049991741452403237,18163,240,237027.00,18163,100.00,0.00,0.00
23-December-2022,13.30,13.30,13.30,13.30,13.299959066721244371,12215,167,162459.00,12215,100.00,0.00,0.00
22-December-2022,13.55,13.55,13.55,13.55,13.549957144606342598,16334,155,221325.00,16334,100.00,0.00,0.00
21-December-2022,13.80,13.80,13.80,13.80,13.799972573936097271,21877,241,301902.00,21877,100.00,0.00,0.00
20-December-2022,14.05,14.05,14.05,14.05,14.049977857911052065,15807,175,222088.00,15807,100.00,0.00,0.00
19-December-2022,14.30,14.30,14.30,14.30,14.299994513633620453,18227,216,260646.00,18227,100.00,0.00,0.00
16-December-2022,14.55,14.55,14.55,14.55,14.549976727949732371,17188,213,250085.00,17188,100.00,0.00,0.00
15-December-2022,14.80,14.80,14.80,14.80,14.799961345187475840,15522,210,229725.00,15522,100.00,0.00,0.00
14-December-2022,15.10,15.10,15.10,15.10,15.099963824912576872,24879,226,375672.00,24879,100.00,0.00,0.00
13-December-2022,15.40,15.40,15.40,15.40,15.399938823889271239,13077,258,201385.00,13077,100.00,0.00,0.00
12-December-2022,15.70,15.70,15.70,15.70,15.699964534814989951,16918,215,265612.00,16918,100.00,0.00,0.00
9-December-2022,16.00,16.00,16.00,16.00,16.000000000000000000,11397,239,182352.00,11397,100.00,0.00,0.00
8-December-2022,16.30,16.30,16.30,16.30,16.299957428693060876,11745,197,191443.00,11745,100.00,0.00,0.00
7-December-2022,16.60,16.60,16.60,16.60,16.600000000000000000,12965,214,215219.00,12965,100.00,0.00,0.00
6-December-2022,16.90,16.90,16.90,16.90,16.899968876439464674,16065,229,271498.00,16065,100.00,0.00,0.00
5-December-2022,17.20,17.20,17.20,17.20,17.199983034313101751,23577,296,405524.00,23577,100.00,0.00,0.00
2-December-2022,17.55,17.55,17.55,17.55,17.549979497208466075,31703,373,556387.00,31703,100.00,0.00,0.00
1-December-2022,18.55,18.55,17.90,17.90,18.296581081731207893,602793,1431,11029051.00,602793,100.00,0.65,-0.65
30-November-2022,17.87,18.22,17.87,18.22,18.215018056000666735,1163879,3345,21200077.00,1163879,100.00,0.35,0.35
29-November-2022,17.17,17.87,17.17,17.87,17.863435620553210266,1375571,3158,24572424.00,1375571,100.00,0.70,0.70
28-November-2022,17.52,17.52,17.50,17.52,17.514695317476048375,1276427,3192,22356230.00,1276427,100.00,0.02,0.00
25-November-2022,17.16,17.18,17.16,17.18,17.175634516010564360,1734511,3532,29791327.00,1734511,100.00,0.02,0.02
24-November-2022,16.80,16.85,16.80,16.85,16.844967743271815315,1255242,2863,21144511.00,1255242,100.00,0.05,0.05
23-November-2022,16.19,16.52,16.19,16.52,16.512569264534642378,939514,2426,15513790.00,939514,100.00,0.33,0.33
22-November-2022,16.15,16.20,16.15,16.20,16.195034453465579538,1045323,2232,16929042.00,1045323,100.00,0.05,0.05
21-November-2022,15.88,15.89,15.87,15.89,15.882705680182715602,1138819,2286,18087527.00,1138819,100.00,0.02,0.01
18-November-2022,15.57,15.58,15.56,15.58,15.574355178592374180,988956,2319,15402352.00,988956,100.00,0.02,0.01
17-November-2022,15.25,15.28,15.25,15.28,15.275755862898376428,831500,2087,12701791.00,831500,100.00,0.03,0.03
16-November-2022,14.98,14.99,14.97,14.99,14.986718706870852701,905710,2130,13573621.00,905710,100.00,0.02,0.01
15-November-2022,14.40,14.70,14.40,14.70,14.694197449543177993,784879,1857,11533167.00,784879,100.00,0.30,0.30
14-November-2022,14.14,14.42,14.14,14.42,14.412725897643172562,844907,2197,12177413.00,844907,100.00,0.28,0.28
11-November-2022,14.12,14.14,14.12,14.14,14.132383322399349681,1083777,2298,15316352.00,1083777,100.00,0.02,0.02
10-November-2022,13.85,13.87,13.85,13.87,13.864682705689669786,731466,1979,10141544.00,731466,100.00,0.02,0.02
9-November-2022,13.59,13.60,13.58,13.60,13.598381435474429484,898574,2370,12219152.00,898574,100.00,0.02,0.01
7-November-2022,13.33,13.34,13.32,13.34,13.337186076987057126,835595,2736,11144486.00,835595,100.00,0.02,0.01
4-November-2022,13.03,13.08,12.58,13.08,13.069942715524597030,1031344,2808,13479607.00,1031344,100.00,0.50,0.05
3-November-2022,12.81,12.83,12.80,12.83,12.829248035206967049,1205216,2434,15462015.00,1205216,100.00,0.03,0.02
2-November-2022,12.51,12.58,12.51,12.58,12.579480554102966358,682689,2080,8587873.00,682689,100.00,0.07,0.07
1-November-2022,12.05,12.34,11.86,12.34,12.334867952513522580,849505,2957,10478532.00,849505,100.00,0.48,0.29
31-October-2022,11.70,12.10,11.70,12.10,12.089102238021626093,1010446,2671,12215385.00,1010446,100.00,0.40,0.40
28-October-2022,11.80,11.90,11.00,11.90,11.673040105240284947,4086648,8953,47703606.00,2163813,52.95,0.90,0.10
27-October-2022,11.30,11.35,11.25,11.35,11.348388781825956728,3166362,5905,35933107.00,2582590,81.56,0.10,0.05
25-October-2022,10.05,10.85,9.90,10.85,10.798939019183052641,2541045,3296,27440590.00,1935170,76.16,0.95,0.80
24-October-2022,10.80,11.25,10.25,10.35,10.482514204279097676,1439883,2590,15093594.00,956850,66.45,1.00,-0.45
21-October-2022,10.75,10.90,10.75,10.75,10.750323349279158818,274471,1436,2950652.00,247124,90.04,0.15,0.00
20-October-2022,11.30,11.40,11.30,11.30,11.300309266012861938,158763,1057,1794071.00,146444,92.24,0.10,0.00
19-October-2022,11.85,12.20,11.85,11.85,11.873397377722189037,303019,1389,3597865.00,208521,68.81,0.35,0.00
18-October-2022,12.45,12.90,12.45,12.45,12.464731018017000977,416329,1530,5189429.00,271421,65.19,0.45,0.00
17-October-2022,13.75,14.00,13.10,13.10,13.209102844850974768,825632,2249,10905858.00,535487,64.86,0.90,-0.65
14-October-2022,13.75,14.90,13.75,13.75,13.763972826827827509,352112,1779,4846460.00,270321,76.77,1.15,0.00
13-October-2022,15.00,15.00,14.45,14.45,14.466542201190432178,324588,1578,4695666.00,245826,75.73,0.55,-0.55
12-October-2022,15.20,16.60,15.20,15.20,15.534624998488269287,1571047,3882,24405626.00,987765,62.87,1.40,0.00
11-October-2022,16.75,16.75,15.95,15.95,15.950329032977655500,242073,1389,3861144.00,242073,100.00,0.80,-0.80
10-October-2022,16.75,16.75,16.75,16.75,16.749999021920712980,255603,1453,4281350.00,255603,100.00,0.00,0.00
7-October-2022,17.60,17.70,17.60,17.60,17.600016255910437001,282974,1560,4980347.00,282974,100.00,0.10,0.00
6-October-2022,20.20,20.30,18.50,18.50,19.039169198465406114,1991667,5016,37919685.00,1246643,62.59,1.80,-1.70
4-October-2022,19.40,19.45,19.15,19.45,19.414646702724160174,1128568,3890,21910749.00,674393,59.76,0.30,0.05
3-October-2022,17.00,18.55,16.85,18.55,18.256326253000796318,1540841,4126,28130096.00,909166,59.00,1.70,1.55
30-September-2022,16.90,17.70,16.15,17.70,17.659631717190935227,1513728,4326,26731879.00,1357270,89.66,1.55,0.80
29-September-2022,16.85,18.50,16.85,16.90,16.931430282080247474,781657,3560,13234571.00,642098,82.15,1.65,0.05
28-September-2022,17.70,17.70,17.70,17.70,17.700000000000000000,111470,1104,1973019.00,111457,99.99,0.00,0.00
27-September-2022,18.60,18.60,18.60,18.60,18.599996335788355135,163746,1160,3045675.00,163746,100.00,0.00,0.00
26-September-2022,20.00,20.00,19.55,19.55,19.550039800274983718,110552,945,2161296.00,110542,99.99,0.45,-0.45
23-September-2022,21.10,22.20,20.10,20.55,21.248691948148502294,7446188,8675,158221755.00,3394511,45.59,2.10,-0.55
22-September-2022,20.15,21.15,20.15,21.15,21.127694041208147974,2733440,6210,57751284.00,1768945,64.71,1.00,1.00
21-September-2022,19.85,20.15,18.60,20.15,20.105030036317676886,4202912,6349,84499672.00,2061865,49.06,1.55,0.30
20-September-2022,18.60,20.50,18.60,19.20,18.996511332273260978,4409133,11503,83758145.00,2433598,55.19,1.90,0.60
19-September-2022,19.55,19.55,19.55,19.55,19.549999091090872734,110022,1170,2150930.00,110022,100.00,0.00,0.00
16-September-2022,20.55,20.55,20.55,20.55,20.549996425138426584,125879,1179,2586813.00,125879,100.00,0.00,0.00
15-September-2022,21.60,21.60,21.60,21.60,21.599995241154495919,84054,1096,1815566.00,84054,100.00,0.00,0.00
14-September-2022,22.70,22.70,22.70,22.70,22.699996565816133795,145595,1716,3305006.00,145595,100.00,0.00,0.00
13-September-2022,26.20,26.35,23.85,23.85,25.203690278928472797,5388048,12996,135798693.00,3203468,59.46,2.50,-2.35
12-September-2022,22.80,25.10,22.80,25.10,25.069258479947973807,2520269,9674,63181275.00,2520269,100.00,2.30,2.30
9-September-2022,23.85,23.95,23.85,23.95,23.941150014901245382,2768225,10351,66274490.00,2768225,100.00,0.10,0.10
8-September-2022,22.45,22.85,22.45,22.85,22.836900022646177395,2989467,11469,68270159.00,2989467,100.00,0.40,0.40
7-September-2022,19.80,21.80,19.80,21.80,21.771660388007333105,2026972,7097,44130546.00,2026972,100.00,2.00,2.00
6-September-2022,18.90,20.80,18.90,20.80,20.793106951051792461,2648146,7808,55063183.00,2648146,100.00,1.90,1.90
5-September-2022,19.85,19.85,19.75,19.85,19.849997291140204682,1864253,3729,37005417.00,1864253,100.00,0.10,0.00
2-September-2022,18.05,18.95,18.05,18.95,18.949990706929165054,2943053,5048,55770827.00,2943053,100.00,0.90,0.90
1-September-2022,18.05,18.10,18.05,18.05,18.050027531887077401,310549,768,5605418.00,310549,100.00,0.05,0.00
30-August-2022,19.00,19.00,19.00,19.00,19.000000000000000000,105321,638,2001099.00,105321,100.00,0.00,0.00
29-August-2022,20.00,20.00,20.00,20.00,20.000000000000000000,43418,540,868360.00,43418,100.00,0.00,0.00
26-August-2022,21.05,21.05,21.05,21.05,21.049998004071693744,50102,498,1054647.00,50102,100.00,0.00,0.00
25-August-2022,22.15,22.15,22.15,22.15,22.149983362071573343,33057,428,732212.00,33057,100.00,0.00,0.00
24-August-2022,23.30,23.30,23.30,23.30,23.299979999428555101,34999,397,815476.00,34999,100.00,0.00,0.00
23-August-2022,24.50,24.50,24.50,24.50,24.499988815568728330,44705,449,1095272.00,44705,100.00,0.00,0.00
22-August-2022,25.75,25.75,25.75,25.75,25.749988166800776257,42254,519,1088040.00,42254,100.00,0.00,0.00
19-August-2022,27.10,27.10,27.10,27.10,27.099988902452557984,27033,513,732594.00,27033,100.00,0.00,0.00
18-August-2022,28.50,28.50,28.50,28.50,28.500000000000000000,46558,675,1326903.00,46558,100.00,0.00,0.00
17-August-2022,29.95,29.95,29.95,29.95,29.949995029326970871,70413,798,2108869.00,70413,100.00,0.00,0.00
16-August-2022,33.15,34.80,31.50,31.50,33.687919311584060967,775229,3303,26115852.00,775229,100.00,3.30,-1.65
12-August-2022,32.95,33.15,32.95,33.15,33.130349875041015076,2965373,11211,98243845.00,2965373,100.00,0.20,0.20
11-August-2022,28.60,31.60,28.60,31.60,31.583270373938810012,2750450,10283,86868206.00,2750450,100.00,3.00,3.00
10-August-2022,29.95,30.10,29.95,30.10,30.083031006232657715,3005299,11044,90408503.00,3005299,100.00,0.15,0.15
8-August-2022,28.55,28.70,28.55,28.70,28.679372563733363761,3102339,11279,88973136.00,3102339,100.00,0.15,0.15
5-August-2022,27.20,27.35,27.20,27.35,27.310066092689842848,3448339,10033,94174366.00,3448339,100.00,0.15,0.15
4-August-2022,25.75,26.05,25.75,26.05,26.029587904005306218,2858533,9678,74406436.00,2858533,100.00,0.30,0.30
3-August-2022,24.75,24.85,24.75,24.85,24.813453749218511571,3374970,9159,83744662.00,3374970,100.00,0.10,0.10
2-August-2022,23.60,23.70,23.60,23.70,23.685479526426046288,2866036,8721,67883437.00,2866036,100.00,0.10,0.10
1-August-2022,22.50,22.60,22.50,22.60,22.589021574132826249,2992797,9688,67604356.00,2992797,100.00,0.10,0.10
29-July-2022,21.49,21.56,21.49,21.56,21.553821221667431160,2474405,7081,53332883.00,2474405,100.00,0.07,0.07
28-July-2022,19.57,20.54,19.57,20.54,20.533891315547038479,2383708,5881,48946801.00,2383708,100.00,0.97,0.97
27-July-2022,19.54,19.57,18.64,19.57,19.558014775546152704,3329014,5580,65108905.00,3329014,100.00,0.93,0.03
26-July-2022,17.79,18.67,17.79,18.64,18.652305183775354964,3791368,6092,70717753.00,3791368,100.00,0.88,0.85
25-July-2022,17.74,17.79,17.74,17.79,17.782813906420960152,2968528,4869,52788781.00,2968528,100.00,0.05,0.05
22-July-2022,16.90,16.95,16.90,16.95,16.947183298988777437,1862498,4127,31564095.00,1862498,100.00,0.05,0.05
21-July-2022,16.14,16.15,16.12,16.15,16.148547611089378671,1896806,3588,30630662.00,1896806,100.00,0.03,0.01
20-July-2022,15.20,15.39,15.20,15.39,15.388622593197181773,1848822,2171,28450824.00,1848822,100.00,0.19,0.19
19-July-2022,14.49,14.66,13.29,14.66,14.656580640787551291,1873351,2967,27456920.00,1873351,100.00,1.37,0.17
18-July-2022,13.90,13.97,13.31,13.97,13.966933229870893080,2984658,4034,41686519.00,2984658,100.00,0.66,0.07
15-July-2022,13.31,13.31,13.31,13.31,13.309999582393719201,862056,251,11473965.00,862056,100.00,0.00,0.00
14-July-2022,12.68,12.68,12.68,12.68,12.679999806462226265,1240068,273,15724062.00,1240068,100.00,0.00,0.00
13-July-2022,12.08,12.08,11.51,12.08,12.077797448447233601,2256038,401,27247970.00,2256038,100.00,0.57,0.00
12-July-2022,11.51,11.51,11.51,11.51,11.509995888882363305,170270,80,1959807.00,170270,100.00,0.00,0.00
11-July-2022,10.45,10.97,10.45,10.97,10.932179087357063483,55794,44,609950.00,55794,100.00,0.52,0.52
8-July-2022,11.50,11.50,10.45,10.45,10.924788391777509068,70295,81,767958.00,70295,100.00,1.05,-1.05
7-July-2022,11.46,11.46,10.96,11.00,11.298054131525274240,18141,44,204958.00,18141,100.00,0.50,-0.46
6-July-2022,10.40,10.95,9.92,10.95,10.300425356004482012,91923,86,946846.00,91923,100.00,1.03,0.55
5-July-2022,10.45,10.45,10.44,10.44,10.447042550388618100,15182,60,158607.00,15182,100.00,0.01,-0.01
4-July-2022,11.00,11.00,10.98,10.98,10.982143062735300551,86857,64,953876.00,86857,100.00,0.02,-0.02
1-July-2022,12.50,12.50,11.55,11.55,11.914204405907290142,187294,114,2231459.00,187294,100.00,0.95,-0.95
30-June-2022,11.60,12.15,11.05,12.15,11.171921449495497450,138255,65,1544574.00,138255,100.00,1.10,0.55
29-June-2022,12.30,12.75,11.60,11.60,11.758334496719251710,143260,145,1684499.00,143260,100.00,1.15,-0.70
28-June-2022,11.20,12.20,11.20,12.20,11.741638999628257553,78011,82,915977.00,78011,100.00,1.00,1.00
27-June-2022,10.65,11.75,10.65,11.75,11.061884812036849336,88794,64,982229.00,88794,100.00,1.10,1.10
24-June-2022,10.90,11.20,10.90,11.20,11.042086149863368330,55624,69,614205.00,55624,100.00,0.30,0.30
23-June-2022,9.90,10.90,9.90,10.90,10.176310747466470652,331948,128,3378006.00,331948,100.00,1.00,1.00
22-June-2022,10.40,10.40,10.40,10.40,10.399958053691275167,4768,22,49587.00,4768,100.00,0.00,0.00
21-June-2022,10.90,10.90,10.90,10.90,10.900000000000000000,88330,103,962797.00,88330,100.00,0.00,0.00
20-June-2022,10.90,12.00,10.90,11.45,11.682633638646150393,142586,129,1665780.00,142586,100.00,1.10,0.55
17-June-2022,11.35,11.45,10.45,11.45,11.320552793196004601,318166,165,3601815.00,318166,100.00,1.00,0.10
16-June-2022,9.95,10.95,9.95,10.95,10.114190399219576107,280873,239,2840803.00,280873,100.00,1.00,1.00
15-June-2022,10.45,10.45,10.45,10.45,10.449998545200616834,68738,140,718312.00,68738,100.00,0.00,0.00
14-June-2022,11.15,11.15,11.00,11.00,11.064652891560888220,156853,355,1735524.00,156853,100.00,0.15,-0.15
13-June-2022,10.65,10.65,10.00,10.65,10.503864247311827956,178560,388,1875570.00,178560,100.00,0.65,0.00
10-June-2022,10.15,10.15,10.15,10.15,10.149997798589839548,317978,654,3227476.00,317978,100.00,0.00,0.00
9-June-2022,104.85,104.85,96.80,96.80,99.488476297161379507,41957,225,4174238.00,41957,100.00,8.05,-8.05
8-June-2022,101.00,101.85,93.50,101.85,101.026454810891559720,73635,213,7439083.00,73635,100.00,8.35,0.85
7-June-2022,97.25,97.25,89.00,97.15,95.678443709499610120,37191,255,3558377.00,37191,100.00,8.25,-0.10
6-June-2022,92.50,92.65,92.50,92.65,92.641935708806917230,28682,254,2657156.00,28682,100.00,0.15,0.15
3-June-2022,84.65,88.25,84.50,88.25,87.431859816806053365,12555,119,1097707.00,12555,100.00,3.75,3.60
2-June-2022,84.50,85.05,83.50,84.05,83.988735548894963933,30361,115,2549982.00,30361,100.00,1.55,-0.45
1-June-2022,83.40,83.40,81.00,81.00,83.058978161229441898,14836,99,1232263.00,14836,100.00,2.40,-2.40
31-May-2022,79.45,79.45,71.95,79.45,77.414203057082817582,69478,76,5378584.00,69478,100.00,7.50,0.00
30-May-2022,75.70,75.70,75.70,75.70,75.699977693508811064,8966,16,678726.00,8966,100.00,0.00,0.00
27-May-2022,72.10,72.10,72.10,72.10,72.099991981396840670,37413,21,2697477.00,37413,100.00,0.00,0.00
26-May-2022,68.70,68.70,68.70,68.70,68.699948147721380422,17357,21,1192425.00,17357,100.00,0.00,0.00
25-May-2022,65.45,65.45,65.45,65.45,65.449971841561854702,10654,17,697304.00,10654,100.00,0.00,0.00
24-May-2022,56.45,62.35,56.45,62.35,62.153250468580447864,20274,32,1260095.00,20274,100.00,5.90,5.90
23-May-2022,59.40,59.40,59.40,59.40,59.399931224209078404,11632,42,690940.00,11632,100.00,0.00,0.00
20-May-2022,62.10,62.50,56.60,56.60,62.279736842105263157,3800,44,236663.00,3800,100.00,5.90,-5.50
19-May-2022,59.55,59.55,56.75,59.55,59.272320252831182512,7594,40,450114.00,7594,100.00,2.80,0.00
18-May-2022,56.75,56.75,56.75,56.75,56.749968140690709825,7847,36,445317.00,7847,100.00,0.00,0.00
17-May-2022,54.05,54.05,54.05,54.05,54.050000000000000000,1080,6,58374.00,1080,100.00,0.00,0.00
16-May-2022,51.50,51.50,51.50,51.50,51.499897938354766278,4899,30,252298.00,4899,100.00,0.00,0.00
13-May-2022,47.90,49.05,44.45,49.05,48.215358271865121180,15184,64,732102.00,14234,93.74,4.60,1.15
12-May-2022,46.75,46.75,46.75,46.75,46.749443207126948775,898,11,41981.00,898,100.00,0.00,0.00
11-May-2022,44.55,44.55,44.55,44.55,44.549965059399021663,1431,6,63751.00,1431,100.00,0.00,0.00
10-May-2022,42.45,42.45,42.45,42.45,42.449804432855280312,767,8,32559.00,767,100.00,0.00,0.00
9-May-2022,40.45,40.45,40.45,40.45,40.446428571428571428,168,3,6795.00,168,100.00,0.00,0.00
6-May-2022,38.55,38.55,38.55,38.55,38.444444444444444444,9,2,346.00,9,100.00,0.00,0.00
5-May-2022,36.75,36.75,36.75,36.75,36.750000000000000000,32,3,1176.00,32,100.00,0.00,0.00
4-May-2022,35.00,35.00,35.00,35.00,35.000000000000000000,20000,5,700000.00,20000,100.00,0.00,0.00
2-May-2022,33.35,33.35,33.35,33.35,33.349997169223801166,158967,36,5301549.00,151467,95.28,0.00,0.00
29-April-2022,31.80,31.80,31.80,31.80,31.798920377867746288,741,4,23563.00,741,100.00,0.00,0.00
28-April-2022,30.30,30.30,30.30,30.30,30.266666666666666666,15,1,454.00,15,100.00,0.00,0.00
27-April-2022,27.55,28.90,27.55,28.90,28.816312070319232463,156657,22,4514277.00,156657,100.00,1.35,1.35
26-April-2022,26.25,27.55,26.25,27.55,27.066666666666666666,15,3,406.00,15,100.00,1.30,1.30
25-April-2022,26.20,26.25,26.20,26.25,26.248131007475970096,2809,11,73731.00,2809,100.00,0.05,0.05
22-April-2022,26.25,26.25,26.25,26.25,26.249677419354838709,1550,13,40687.00,1550,100.00,0.00,0.00
21-April-2022,24.00,25.25,24.00,25.00,24.725383402608571019,6977,14,172509.00,6977,100.00,1.25,1.00
20-April-2022,24.05,25.25,24.05,25.25,24.144431326249508067,2541,9,61351.00,2541,100.00,1.20,1.20
